Unnamed: 1,Unnamed: 3,Unnamed: 5
"273,000",10.0,3.2
"9,500,000",3.0,3.0
"19,000,000",7.4,4.1
"1,224,000",6.6,2.9
"1,000,000",7.5,2.6
