Unnamed: 1,Unnamed: 3,Unnamed: 5
"1,230,000",3.0,5.3
"1,500,000",4.0,3.2
"273,000",10.0,3.2
"13,500,000",3.0,3.0
"20,650,000",7.1,0.8
"1,224,000",6.6,2.9
"13,400,000",5.6,0.6
"750,000",4.0,2.3
"1,000,000",7.5,2.6
