Market Share (%)1.7 %1.8 %— ppts
Wholesale Units (000) (a)28431531
"Revenue ($M)$7,541$8,955$1,414"
EBIT ($M)(164)622786
EBIT Margin (%)(2.2)%6.9 %9.1 ppts
