"William Clay Ford, Jr. (a)Executive Chair and Chair of the BoardSeptember 200664"
"James D. Farley, Jr. (b)President and Chief Executive OfficerOctober 202059"
"Jon M. Huntsman, Jr. (c)Vice Chair, PolicyMay 202161"
John LawlerChief Financial OfficerOctober 202055
Hau Thai-TangChief Product Platform and Operations OfficerOctober 202055
Michael AmendChief Digital & Information OfficerSeptember 202144
Steven P. CroleyChief Policy Officer and General CounselJuly 202156
J. Doug FieldChief Advanced Technology and Embedded Systems OfficerSeptember 202156
Kiersten RobinsonChief People and Employee Experience OfficerOctober 202051
"Anning ChenPresident and Chief Executive Officer, Ford of ChinaDecember 201860"
"Ashwani (“Kumar”) GalhotraPresident, Americas and International Markets GroupApril 202056"
"Stuart RowleyPresident, Ford of EuropeApril 201954"
Cathy O’CallaghanControllerJune 201853
