2024,$,"1,405",Unnamed: 0,$.1,227
2025,960,,214.0,,
2026,461,,210.0,,
2027,227,,102.0,,
2028,197,,25.0,,
Thereafter,"1,492",,2.0,,
Gross lease receivables,$,"4,742",,$,780.0
