Unnamed: 1,Unnamed: 3,Unnamed: 5
–,–,–
–,"(1,227,696)",–
–,"(500,000)",–
"(9,500,173)",–,"(116,271)"
–,"(12,259,261)",–
–,"(3,619,503)",–
–,"(5,812,769)",–
"(1,224,000)","945,000",–
–,"(21,781,641)",–
–,"(900,000)",–
–,"(144,147,104)",–
–,"(13,053,383)",(1)
–,"(4,088,803)",–
–,"(266,587)",–
–,"(6,686,121)",–
–,–,–
–,"(10,434,323)",–
"(1,000,000)","745,620",–
