Unnamed: 0,"Year Ended December 31,",Unnamed: 2,Unnamed: 4,Unnamed: 6,Unnamed: 7,Unnamed: 10
,2022.0,,2021.0,,2020.0,
Stock-based awards,,4,,1,,6.0
Convertible senior notes (1),,—,,—,,3.0
